bcookie,timestamp,ST_act_d1,ST_act_d2,ST_act_d3,ST_act_d4,ST_act_d5,ST_act_d6,ST_act_d7,ST_dwelltime_d1,ST_dwelltime_d2,ST_dwelltime_d3,ST_dwelltime_d4,ST_dwelltime_d5,ST_dwelltime_d6,ST_dwelltime_d7,ST_num_sessions_d1,ST_num_sessions_d2,ST_num_sessions_d3,ST_num_sessions_d4,ST_num_sessions_d5,ST_num_sessions_d6,ST_num_sessions_d7,ST_pageviews_d1,ST_pageviews_d2,ST_pageviews_d3,ST_pageviews_d4,ST_pageviews_d5,ST_pageviews_d6,ST_pageviews_d7,ST_cliks_d1,ST_cliks_d2,ST_cliks_d3,ST_cliks_d4,ST_cliks_d5,ST_cliks_d6,ST_cliks_d7,cluster
a1o4au59jv04o,1402265969,1,0,0,0,0,0,0,311,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,churned
a1ptul19p9dp2,1402264956,1,0,0,0,0,0,0,143,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a1qqnch9b3cnd,1401799386,1,0,1,0,0,0,0,122,0,94,0,0,0,0,2,0,2,0,0,0,0,2,0,3,0,0,0,0,3,0,2,0,0,0,0,engaged
a20fe4d9c5g61,1401821373,1,0,0,0,0,0,0,444,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,engaged
a22hc0l9gc5t8,1401808044,1,0,0,0,0,0,0,344,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a24ufpt9i1ehv,1401912172,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,churned
a25am9h9j3shd,1401911622,1,0,0,0,0,0,0,202,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
a27qsd56uavhb,1401749966,1,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a281lth9majpt,1401976211,1,1,0,0,0,0,0,11,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a28qa2p99vn7g,1401929631,1,0,0,0,0,0,0,84,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a297d759ov76k,1401940613,1,1,1,0,1,0,1,788,319,679,0,5,0,1037,2,2,1,0,1,0,2,2,2,4,0,1,0,5,6,2,11,0,1,0,7,engaged
a2c2j518ge7na,1402179501,1,0,0,0,0,0,0,1901,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,0,0,engaged
a2g33nl8sj9u1,1402154765,1,0,0,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a2g8o6p9p1a21,1402001030,1,0,0,0,0,0,0,111,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a2i4m898qfmco,1401893831,1,1,0,0,0,0,0,1195,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,0,0,0,0,engaged
a2i4rhl98kio9,1401712574,1,0,0,1,1,0,0,258,0,0,48,160,0,0,2,0,0,1,2,0,0,2,0,0,1,2,0,0,2,0,0,1,5,0,0,engaged
a2o12bp8u8356,1401794729,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a2pf9d59075l6,1401746969,1,0,0,0,0,0,0,91,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a2rns716huprp,1401814061,1,0,1,0,0,1,1,47,0,0,0,0,0,1066,1,0,1,0,0,1,2,1,0,1,0,0,1,5,20,0,0,0,0,0,0,engaged
a2tkleh9f4omb,1401730011,1,1,1,1,0,1,1,257,99,212,119,0,400,324,2,2,0,1,0,1,2,2,1,1,1,0,2,2,2,1,0,1,0,2,2,engaged
a2v7mot956bmb,1401831900,1,0,0,0,0,0,0,408,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,churned
a32brut9jmust,1401680164,1,1,1,1,1,1,1,583,707,528,446,3355,606,1939,1,3,2,2,5,3,3,4,3,6,2,14,4,8,7,3,5,4,9,2,6,engaged
a34fk9t8prpo2,1401773098,1,0,1,0,0,0,0,200,0,296,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,6,0,7,0,0,0,0,engaged
a361sqh94ho4o,1401810974,1,0,0,0,0,0,0,126,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a37n17993c08h,1401806554,1,0,0,0,0,0,1,35,0,0,0,0,0,283,1,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,churned
a3au6e185du9u,1401786033,1,0,0,0,0,0,0,199,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
a3c5a6h9e91ok,1402246355,1,0,0,0,0,0,0,361,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,churned
a3cvup59eg666,1401897983,1,0,0,0,0,0,0,385,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
a3fg16p8sabjr,1401740723,1,0,1,0,0,1,0,0,0,86,0,0,94,0,2,0,1,0,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,0,engaged
a3o6n9l8djp1u,1402052479,1,0,0,0,0,0,0,102,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a3pjqk144jpoq,1402103492,1,0,1,0,0,0,0,103,0,211,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a40e78d83n3gf,1401823532,1,0,0,0,0,0,0,354,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,engaged
a4223o99o0afd,1401671899,1,1,0,1,1,1,0,925,2200,0,306,57,1120,0,1,2,0,1,1,0,0,4,4,0,2,1,4,0,39,6,0,1,5,3,0,engaged
a42vmg5875ovf,1401932389,1,1,1,1,1,1,1,195,49,82,2236,0,426,951,3,1,1,3,1,2,2,3,2,1,5,1,2,2,2,2,0,4,0,4,2,engaged
a44m9g992500u,1401850339,1,1,0,0,0,1,1,753,165,0,0,0,5,673,2,1,0,0,0,1,2,2,1,0,0,0,1,2,5,0,0,0,0,1,0,engaged
a453p159a78gh,1402182116,1,0,0,0,0,0,0,1180,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,churned
a45u1a99crg9h,1401998122,1,0,0,0,0,0,0,501,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,churned
a48kcnd8c42qf,1402177605,1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a48ohqh9mm9kd,1402238345,1,0,0,0,0,0,0,342,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a48omgh963n95,1402022192,1,0,1,0,0,0,0,703,0,1988,0,0,0,0,1,0,1,0,0,0,0,3,0,6,0,0,0,0,7,0,6,0,0,0,0,engaged
a4ah7n99om0os,1401793782,1,0,1,1,1,1,1,185,0,249,79,13,68,430,2,0,1,1,1,1,1,2,0,1,1,1,1,1,2,0,0,0,0,0,1,engaged
a4dfe7p9m5d5t,1401922537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a4gob8p7sdf07,1401669245,1,1,1,1,1,0,1,484,1473,235,141,142,0,217,2,0,1,1,1,0,1,2,1,1,1,1,0,1,2,1,2,1,1,1,0,engaged
a4jt80t9fc6s8,1401830079,1,0,0,1,1,1,0,514,0,0,1123,487,36,0,2,0,0,2,1,1,0,4,0,0,5,2,1,0,4,0,0,12,1,0,0,engaged
a4lc4sd8b2sdk,1401930688,1,0,0,0,0,0,0,90,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a4p3d199khmh2,1401964620,1,0,0,0,0,0,0,105,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a4pqnt59ogd32,1401873534,1,1,0,1,1,0,0,574,600,0,1004,120,0,0,1,1,0,1,1,0,0,4,3,0,3,1,0,0,7,12,0,14,9,0,0,engaged
a4s2bl98v5ob9,1401808958,1,0,1,1,0,0,1,3552,0,790,273,0,0,764,3,0,3,2,0,0,2,4,0,6,2,0,0,3,4,0,11,3,0,0,10,engaged
a4tst2d790ts1,1402267617,1,0,0,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a4uv2q58qus29,1402101072,1,0,0,1,0,1,0,0,0,0,62,0,374,0,1,0,0,1,0,2,0,1,0,0,1,0,2,0,1,7,0,0,0,0,0,engaged
a4va3jl9egk8v,1401905158,1,1,1,1,0,1,0,1942,6878,1159,809,0,19,0,1,2,1,1,0,1,0,7,16,4,1,0,2,0,35,112,5,7,0,5,0,engaged
a4vvo9t9an6kf,1401803041,1,0,0,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,churned
a506q4p8angmu,1401708917,1,0,1,0,0,0,0,0,0,155,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,engaged
a51okn18reljn,1401962833,1,0,0,0,0,0,0,616,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,engaged
a54vs5h75st6q,1401685185,1,1,0,0,1,0,0,161,76,0,0,827,0,0,2,1,0,0,2,0,0,2,1,0,0,3,0,0,2,1,0,0,6,0,0,engaged
a57pgbd9lig8r,1401731047,1,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,churned
a59mggh8khkuv,1402136613,1,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a5ans4p91ki8r,1402086594,1,0,0,0,0,0,0,291,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,engaged
a5b2amh9esvpk,1401934504,1,0,0,0,0,1,0,100,0,0,0,0,19,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,churned
a5c13819o425d,1401838886,1,1,1,1,1,1,0,498,307,142,95,46,106,0,5,1,1,1,1,1,0,3,3,1,1,1,1,0,2,0,6,0,0,0,0,engaged
a5c6d0t9nc3qa,1401726800,1,1,1,1,1,0,0,0,81,19,12,0,0,0,1,2,1,3,2,0,0,1,2,1,2,2,0,0,1,1,2,0,0,0,0,engaged
a5e040d8oi08f,1401759649,1,0,0,0,1,0,1,309,0,0,0,145,0,38,2,0,0,0,1,0,1,3,0,0,0,1,0,1,4,0,0,0,0,0,1,engaged
a5h90rd9ktmko,1402058447,1,0,0,1,0,0,0,31,0,0,104,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,engaged
a5ik1c59gesed,1401718286,1,0,0,0,1,1,0,586,0,0,0,411,822,0,1,0,0,0,2,1,0,5,0,0,0,1,3,0,13,0,0,0,3,10,0,engaged
a5l6thl9mm4cr,1402062891,1,0,0,1,0,0,0,0,0,0,333,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,engaged
a5ldgp59721a4,1402240632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a5pfpih98g8np,1401767977,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a5q0nfd8s36hs,1402161323,1,0,0,1,0,0,0,0,0,0,29,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,engaged
a5u9kpl8jc772,1401825814,1,0,0,0,0,0,0,128,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a5udgjl80hlcc,1401746262,1,1,0,0,0,0,0,182,147,0,0,0,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a5uhlhh70ovki,1401719203,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a5up1o99k02mv,1402064505,1,0,0,1,0,1,1,873,0,0,42,0,2784,46,1,0,0,1,0,2,0,4,0,0,1,0,5,0,13,0,0,0,0,4,0,engaged
a60c7vp9o1ueb,1401904130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a60sout95rici,1402199064,1,0,0,0,0,0,0,392,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,0,0,churned
a62kh8988o9p8,1402080458,1,0,0,1,0,0,0,74,0,0,208,0,0,0,1,0,0,2,0,0,0,1,0,0,4,0,0,0,2,0,0,7,0,0,0,engaged
a634r7t9ore2e,1401796982,1,1,0,0,0,0,1,3909,1327,0,0,0,0,765,3,1,0,0,0,0,1,12,6,0,0,0,0,5,27,14,0,0,0,0,14,churned
a658c7l8upa7k,1402158353,1,0,1,0,0,0,0,22,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,churned
a6799419i7a5k,1401717467,1,0,0,0,0,0,0,657,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a6a85rl59feh0,1402138726,1,0,0,0,0,0,0,3631,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,engaged
a6cmqth9la26p,1401767066,1,0,0,1,0,1,1,109,0,0,268,0,357,415,1,0,0,2,0,1,2,2,0,0,3,0,1,2,1,0,0,1,0,1,1,engaged
a6dmqot93ricp,1401797413,1,0,1,1,1,0,1,124,0,403,3121,94,0,34,1,0,1,2,1,0,1,1,0,1,5,1,0,1,1,69,0,0,0,0,0,engaged
a6eq8gt89dlnc,1402183638,1,0,0,0,0,0,1,89,0,0,0,0,0,192,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,churned
a6fbd4d9ohonq,1401693885,1,0,1,0,1,0,0,324,0,242,0,69,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,5,0,0,0,1,0,0,engaged
a6kteih9grurv,1402179912,1,0,1,0,1,1,0,324,0,61,0,173,175,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,churned
a6mqbvl8rs55v,1401820257,1,1,1,0,1,0,0,1244,1165,1040,0,434,0,0,1,1,2,0,1,0,0,4,4,3,0,2,0,0,7,13,5,0,0,0,0,engaged
a6na3rl8ij0b9,1401920827,1,1,0,1,1,0,0,50,21,0,788,104,0,0,1,1,0,2,2,0,0,1,1,0,3,2,0,0,2,0,0,8,2,0,0,engaged
a6poe1d8qfirj,1401918371,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a6qmm5d8uqmo4,1401807827,1,0,1,0,0,0,0,43,0,249,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,engaged
a6sun959fdbgv,1401954311,1,0,0,0,0,0,0,644,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,engaged
a6u9dc59os4c1,1401819587,1,1,0,0,0,0,0,1151,265,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,10,1,0,0,0,0,0,churned
a6uo0dh9opdnf,1401834977,1,0,0,0,0,0,0,91,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a6uo77l9k8uvd,1401974002,1,0,0,0,1,0,0,117,0,0,0,15,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,churned
a6vej6p9d0ej4,1401814472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a725kr986b90e,1401806911,1,0,0,0,0,0,1,117,0,0,0,0,0,22,2,0,0,0,0,0,2,3,0,0,0,0,0,2,1,0,0,0,0,0,3,engaged
a76gnut95u7fa,1401966282,1,0,0,1,0,0,0,44,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,engaged
a79os0h9p0vah,1401991606,1,1,0,0,1,0,0,100,51,0,0,161,0,0,1,1,0,0,2,0,0,1,1,0,0,2,0,0,1,8,0,0,2,0,0,engaged
a7b00pd8hk8d0,1401877990,1,1,0,0,1,0,0,10,751,0,0,415,0,0,1,2,0,0,1,0,0,1,3,0,0,1,0,0,1,3,0,0,0,0,0,engaged
a7drp2h8s489u,1401882836,1,0,0,0,0,0,0,164,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a7i68099o982v,1401803851,1,0,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a7ip2dp9h4up5,1401825753,1,0,0,0,1,1,1,800,0,0,0,3,104,509,1,0,0,0,1,1,2,1,0,0,0,1,1,3,2,0,0,0,0,1,13,engaged
a7j8t258j6s1p,1402036042,1,0,1,0,0,0,0,179,0,126,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,8,0,2,0,0,0,0,engaged
a7jtp459b6138,1401746959,1,1,0,0,0,0,1,807,718,0,0,0,0,289,2,1,0,0,0,0,1,2,3,0,0,0,0,1,4,6,0,0,0,0,1,engaged
a7kl88t87144c,1401722238,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a7n7up593jnkt,1401829594,1,1,1,0,0,1,0,1439,22,111,0,0,176,0,3,1,2,0,0,2,0,4,1,2,0,0,2,0,0,0,0,0,0,0,0,engaged
a7oahot8q71k4,1401900012,1,1,1,1,1,1,1,351,1490,998,4668,1420,1975,2140,1,1,1,1,1,1,1,1,7,5,10,5,6,4,6,3,19,2,9,5,0,engaged
a7oga0p9dnmns,1402089203,1,0,0,0,0,0,0,133,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a7r2tnt9ng7m2,1402151834,1,0,0,0,0,0,0,359,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,churned
a7rqrbt9fadhh,1401972564,1,0,0,0,0,0,0,200,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,engaged
a7sdihh9nunjp,1401996631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
a7t6cd197bf41,1402018133,1,0,0,0,0,0,0,101,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,churned
a7tbe499n6g2o,1401786196,1,1,0,0,1,0,0,655,118,0,0,263,0,0,3,1,0,0,2,0,0,4,1,0,0,1,0,0,18,1,0,0,3,0,0,engaged
a7ug6f15udkis,1401934481,1,0,0,0,0,0,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a7v51id9207nc,1401820268,1,0,0,0,0,0,0,93,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,engaged
a7v5und8icurc,1402056800,1,0,0,0,0,0,0,137,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a81lnsd7lgd81,1401888815,1,1,1,1,0,0,0,138,1115,50,3,0,0,0,1,1,1,1,0,0,0,1,5,1,1,0,0,0,1,3,2,0,0,0,0,engaged
a82inqp8nvhb2,1401931138,1,0,0,1,0,0,0,112,0,0,1416,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,churned
a84chkh8satvr,1401945191,1,0,0,0,1,1,0,49,0,0,0,441,70,0,1,0,0,0,1,1,0,1,0,0,0,2,1,0,1,0,0,0,18,1,0,engaged
a8617cl9fab5r,1401905741,1,0,0,1,0,0,0,219,0,0,8,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,churned
a8711tp5he8p7,1401883052,1,0,0,0,0,0,0,35,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,engaged
a8739m19lqp2m,1402008349,1,0,0,0,0,0,0,113,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a87c1v58rpmcn,1401896397,1,0,1,0,0,0,0,2293,0,2263,0,0,0,0,1,0,1,0,0,0,0,3,0,11,0,0,0,0,23,0,0,0,0,0,0,engaged
a88kmp99n2hp5,1401746458,1,0,0,1,0,0,0,0,0,0,1438,0,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,5,0,0,0,0,0,0,engaged
a8aoe599fag1i,1401678495,1,1,1,1,0,0,0,1108,93,0,85,0,0,0,1,1,2,2,0,0,0,3,1,2,1,0,0,0,2,1,0,2,0,0,0,engaged
a8bkhm59l6hnc,1402270954,1,0,0,0,0,0,1,63,0,0,0,0,0,172,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,0,0,0,0,0,1,engaged
a8f0rft9ajqrd,1401813547,1,1,0,0,0,1,0,711,2775,0,0,0,447,0,2,3,0,0,0,2,0,3,5,0,0,0,2,0,3,11,0,0,0,2,0,engaged
a8fdhih9ofekq,1401799792,1,0,1,1,0,0,1,1447,0,92,2127,0,0,749,1,0,1,1,0,0,1,3,0,1,3,0,0,2,3,0,1,2,0,0,2,engaged
a8fugnd88svuv,1401746024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a8k0l4h9o60u4,1402145069,1,1,1,1,0,1,1,777,529,240,1006,0,78,119,2,2,2,2,0,1,1,3,2,2,2,0,1,1,12,6,7,28,0,1,3,engaged
a8mlcmt9nkq0d,1401721833,1,1,0,0,0,0,0,61,493,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,0,0,1,7,0,0,0,0,0,engaged
a8o29659p3huv,1402083655,1,1,0,0,0,0,0,521,923,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,0,0,8,12,0,0,0,0,0,engaged
a90e2ph62rglf,1401702467,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a91askp8aa0uk,1402147918,1,1,0,1,1,0,0,166,36,0,441,129,0,0,1,1,0,1,1,0,0,1,1,0,4,1,0,0,35,1,0,6,3,0,0,engaged
a91qk2p83saqn,1401902736,1,0,0,0,0,0,0,183,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a96ufc1963oic,1401833515,1,0,0,0,0,0,0,52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a99gm8p9kablj,1401894427,1,0,1,0,0,1,0,353,0,175,0,0,83,0,2,0,1,0,0,1,0,2,0,1,0,0,1,0,3,0,3,0,0,3,0,churned
a9d6fc9960ki7,1401756497,1,0,0,0,0,0,0,55,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a9dc1699hd8ib,1401816291,1,1,1,1,1,0,1,4865,326,1229,251,1908,0,272,3,3,2,1,1,0,1,10,3,3,1,2,0,2,11,1,4,2,3,0,12,engaged
a9eig5d8kkqif,1402188048,1,0,0,0,0,0,0,587,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,churned
a9fbp617l2qj1,1401672257,1,0,1,0,0,0,0,639,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,churned
a9gk63p9jqjq0,1401755962,1,0,0,0,0,0,1,479,0,0,0,0,0,229,1,0,0,0,0,0,1,7,0,0,0,0,0,3,2,0,0,0,0,0,0,churned
a9h178t9p0iia,1402249207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a9h2d359b0r0u,1402066929,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a9iv5sd5jvjrh,1401928946,1,0,1,1,0,0,0,317,0,52,26,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,churned
a9jbhm19nurd3,1401803870,1,0,0,0,0,0,0,410,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,engaged
a9n2lqh9od4g8,1402175838,1,0,0,0,0,0,0,1662,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,engaged
a9t4hml8uok1h,1401829178,1,0,1,1,1,1,0,64,0,86,58,168,1391,0,1,0,1,1,1,2,0,1,0,1,1,4,7,0,2,0,2,2,7,27,0,engaged
a9tabgd8e3kvf,1402065476,1,0,0,0,0,0,0,87,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,churned
a9viho1946i6h,1401802104,1,1,1,0,0,0,0,59,225,325,0,0,0,0,2,1,1,0,0,0,0,2,3,1,0,0,0,0,1,1,1,0,0,0,0,engaged
aa09tg18f33dv,1402005903,1,0,0,0,0,0,0,124,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,engaged
aa0vnp59m0141,1401764484,1,1,1,1,1,1,1,222,2468,78,50,1759,289,455,2,3,2,1,1,1,2,2,7,4,1,2,2,3,4,0,0,0,2,0,0,engaged
